Time,MarketID,Side,BTC_Price,Net,Fluc,Reason,Multiplier,Prob,Amount
2026-03-04 00:01:29,1483751,YES,67885.46,163.45000000001164,206.0100000000093,Condition_1_HARD_ABS (163.45 > 140.0),1.0,0.7800,3.00
2026-03-04 00:05:14,1483756,YES,68073.74,135.1200000000099,135.52000000000407,Condition_2_BREAK_UP (Cur:68073.74 > Max:67956.29 + 102.11),1.0,0.6000,3.00
2026-03-04 00:10:36,1483759,NO,68418.08,-143.77999999999884,143.77999999999884,Condition_1_HARD_ABS (143.78 > 140.0),1.0,0.7900,3.00
2026-03-04 00:19:05,1483845,NO,68330.01,-141.99000000000524,190.2100000000064,Condition_1_HARD_ABS (141.99 > 140.0),1.0,0.9600,3.00
2026-03-04 00:24:03,1483855,YES,68579.39,206.4100000000035,229.22000000000116,Condition_1_HARD_ABS (206.41 > 140.0),1.0,0.9900,3.00
2026-03-04 00:27:15,1483910,YES,68999.99,109.99000000000524,175.07000000000698,Condition_2_BREAK_UP (Cur:68999.99 > Max:68890.00 + 103.50),1.0,0.9900,3.00
2026-03-04 00:31:22,1483917,NO,68673.18,-155.25,155.25,Condition_1_HARD_ABS (155.25 > 140.0),1.0,0.8400,3.00
2026-03-04 00:37:41,1483921,NO,68220.63,-152.17999999999302,187.9899999999907,Condition_1_HARD_ABS (152.18 > 140.0),1.0,0.8300,3.00
2026-03-04 00:42:11,1483929,NO,67731.99,-130.66999999999825,184.01999999998952,Condition_2_BREAK_DOWN (Cur:67731.99 < Min:67802.78 - 67.73),1.0,0.8100,3.00
2026-03-04 00:45:51,1483936,YES,67883.2,143.22000000000116,161.3000000000029,Condition_1_HARD_ABS (143.22 > 140.0),1.0,0.7700,3.00
2026-03-04 00:54:11,1483947,YES,68224.84,146.36000000000058,146.36000000000058,Condition_1_HARD_ABS (146.36 > 140.0),1.0,0.9900,3.00
2026-03-04 00:56:53,1484865,YES,68387.78,145.38999999999942,173.39999999999418,Condition_1_HARD_ABS (145.39 > 140.0),1.0,0.8000,3.00
2026-03-04 01:01:07,1484902,NO,68000.0,-182.6600000000035,240.36999999999534,Condition_1_HARD_ABS (182.66 > 140.0),1.0,0.6700,3.00
2026-03-04 01:11:45,1484985,NO,67753.5,-153.5899999999965,166.5,Condition_1_HARD_ABS (153.59 > 140.0),1.0,0.8300,3.00
2026-03-04 01:19:26,1485126,YES,68088.4,142.91999999999825,165.50999999999476,Condition_1_HARD_ABS (142.92 > 140.0),1.0,0.9900,3.00
2026-03-04 01:20:34,1485203,NO,67944.03,-149.9600000000064,166.00999999999476,Condition_1_HARD_ABS (149.96 > 140.0),1.0,0.7800,3.00
2026-03-04 01:27:13,1485209,NO,68086.97,-149.97999999999593,191.02999999999884,Condition_1_HARD_ABS (149.98 > 140.0),1.0,0.8500,3.00
2026-03-04 01:30:30,1485241,NO,68092.17,-141.97000000000116,144.33000000000175,Condition_1_HARD_ABS (141.97 > 140.0),1.0,0.7800,3.00
2026-03-04 01:37:24,1485246,YES,68018.14,142.0899999999965,201.9499999999971,Condition_1_HARD_ABS (142.09 > 140.0),1.0,0.8600,3.00
2026-03-04 01:43:47,1485250,YES,68143.57,141.5,141.5,Condition_1_HARD_ABS (141.50 > 140.0),1.0,0.9400,3.00
2026-03-04 01:49:22,1485274,YES,68290.73,140.75999999999476,220.72999999999593,Condition_1_HARD_ABS (140.76 > 140.0),1.0,0.9900,3.00
2026-03-04 02:01:40,1485433,YES,68459.92,140.41999999999825,140.41999999999825,Condition_1_HARD_ABS (140.42 > 140.0),1.0,0.8200,3.00
2026-03-04 02:11:24,1485446,NO,68113.51,-154.9600000000064,158.52999999999884,Condition_1_HARD_ABS (154.96 > 140.0),1.0,0.8000,3.00
2026-03-04 02:15:33,1485611,YES,68234.99,142.3700000000099,142.3700000000099,Condition_1_HARD_ABS (142.37 > 140.0),1.0,0.7900,3.00
2026-03-04 02:21:03,1485621,YES,68460.98,158.92999999999302,167.97000000000116,Condition_1_HARD_ABS (158.93 > 140.0),1.0,0.8700,3.00
2026-03-04 02:28:32,1485622,YES,68563.99,69.99000000000524,127.80000000000291,Condition_4_TREND,1.0,0.7600,3.00
2026-03-04 02:32:45,1485650,YES,68620.0,145.9600000000064,145.9600000000064,Condition_1_HARD_ABS (145.96 > 140.0),1.0,0.9200,3.00
2026-03-04 02:36:40,1485657,YES,68822.77,140.98000000001048,140.98000000001048,Condition_1_HARD_ABS (140.98 > 140.0),1.0,0.8200,3.00
2026-03-04 02:44:10,1485663,NO,68636.55,-140.92999999999302,200.52999999999884,Condition_1_HARD_ABS (140.93 > 140.0),1.0,0.9700,3.00
2026-03-04 02:47:42,1485710,NO,68555.64,-142.61000000000058,153.4100000000035,Condition_1_HARD_ABS (142.61 > 140.0),1.0,0.8500,3.00
2026-03-04 02:55:23,1485741,NO,68599.08,-141.11000000000058,144.54000000000815,Condition_1_HARD_ABS (141.11 > 140.0),1.0,0.7700,3.00
2026-03-04 03:07:18,1485768,NO,68514.3,-141.5,180.61999999999534,Condition_1_HARD_ABS (141.50 > 140.0),1.0,0.8900,3.00
2026-03-04 03:12:03,1485775,YES,68539.77,142.6600000000035,158.47000000000116,Condition_1_HARD_ABS (142.66 > 140.0),1.0,0.9200,3.00
2026-03-04 03:22:51,1485951,YES,68853.48,183.52999999999884,183.52999999999884,Condition_1_HARD_ABS (183.53 > 140.0),1.0,0.9300,3.00
2026-03-04 03:27:38,1485997,NO,68661.46,-144.52999999999884,220.54999999998836,Condition_1_HARD_ABS (144.53 > 140.0),1.0,0.9300,3.00
2026-03-04 03:32:40,1486010,NO,68509.71,-149.86999999999534,160.41999999999825,Condition_1_HARD_ABS (149.87 > 140.0),1.0,0.9300,3.00
2026-03-04 03:35:23,1486025,NO,68393.85,-101.05999999999767,106.80999999999767,Condition_2_BREAK_DOWN (Cur:68393.85 < Min:68469.04 - 68.39),1.0,0.6900,3.00
2026-03-04 03:41:49,1486052,YES,68754.85,141.5,141.5,Condition_1_HARD_ABS (141.50 > 140.0),1.0,0.8200,3.00
2026-03-04 03:48:56,1486061,NO,68566.01,-145.40000000000873,188.5100000000093,Condition_1_HARD_ABS (145.40 > 140.0),1.0,0.9800,3.00
2026-03-04 03:58:26,1486128,NO,68445.04,-70.30000000000291,83.66999999999825,Condition_4_TREND,1.0,0.7600,3.00
2026-03-04 04:06:19,1486145,NO,68339.78,-140.55999999999767,140.55999999999767,Condition_1_HARD_ABS (140.56 > 140.0),1.0,0.8000,3.00
2026-03-04 04:13:20,1486152,NO,68265.83,-91.55999999999767,97.75999999999476,Condition_4_TREND,1.0,0.8700,3.00
2026-03-04 04:23:40,1486344,YES,68331.76,80.64999999999418,116.88000000000466,Condition_4_TREND,1.0,0.9300,3.00
2026-03-04 04:28:20,1486417,YES,68426.28,93.2899999999936,99.5399999999936,Condition_4_TREND,1.0,0.9000,3.00
2026-03-04 04:36:18,1486443,YES,68512.23,142.22000000000116,142.22000000000116,Condition_1_HARD_ABS (142.22 > 140.0),1.0,0.8900,3.00
2026-03-04 04:43:30,1486449,YES,68438.27,86.26000000000931,131.1600000000035,Condition_4_TREND,1.0,0.8700,3.00
2026-03-04 04:47:32,1486452,NO,68323.29,-149.1200000000099,149.1200000000099,Condition_1_HARD_ABS (149.12 > 140.0),1.0,0.9200,3.00
2026-03-04 04:51:18,1486461,NO,68282.24,-141.72000000000116,141.72000000000116,Condition_1_HARD_ABS (141.72 > 140.0),1.0,0.8500,3.00
2026-03-04 05:01:38,1486486,NO,68127.02,-140.55999999999767,140.55999999999767,Condition_1_HARD_ABS (140.56 > 140.0),1.0,0.8600,3.00
2026-03-04 05:05:56,1486498,NO,67867.8,-187.80999999999767,235.94000000000233,Condition_1_HARD_ABS (187.81 > 140.0),1.0,0.6400,3.00
2026-03-04 05:27:15,1486711,NO,67914.34,-149.88000000000466,149.88000000000466,Condition_1_HARD_ABS (149.88 > 140.0),1.0,0.9000,3.00
2026-03-04 05:38:20,1486725,YES,68029.95,119.22999999999593,124.69000000000233,Condition_4_TREND,1.0,0.9000,3.00
2026-03-04 05:42:03,1486727,YES,68038.86,140.72999999999593,140.72999999999593,Condition_1_HARD_ABS (140.73 > 140.0),1.0,0.8900,3.00
2026-03-04 06:02:31,1486818,YES,68147.89,129.9100000000035,129.9100000000035,Condition_1_STRONG_FLUC (129.91 > 0.8*Max(157.12) & > 45.0),1.0,0.8800,3.00
2026-03-04 06:07:28,1486824,YES,68446.38,141.38999999999942,219.0,Condition_1_HARD_ABS (141.39 > 140.0),1.0,0.9100,3.00
2026-03-04 06:43:21,1487038,YES,68357.57,82.0,114.19999999999709,Condition_4_TREND,1.0,0.6500,3.00
2026-03-04 06:48:23,1487043,NO,68296.56,-111.19999999999709,166.36999999999534,Condition_4_TREND,1.0,0.8300,3.00
2026-03-04 07:11:40,1487141,YES,68626.78,180.4100000000035,199.9499999999971,Condition_1_STRONG_FLUC (180.41 > 0.8*Max(209.09) & > 45.0),1.0,0.9900,3.00
2026-03-04 07:18:21,1487293,NO,68566.01,-119.99000000000524,147.64999999999418,Condition_4_TREND,1.0,0.9400,3.00
2026-03-04 07:33:20,1487404,YES,68562.44,78.11999999999534,104.5399999999936,Condition_4_TREND,1.0,0.6500,3.00
2026-03-04 07:43:22,1487428,YES,68505.82,77.28000000001339,105.38000000000466,Condition_4_TREND,1.0,0.8200,3.00
2026-03-04 07:53:20,1487460,NO,68350.16,-75.83999999999651,87.14999999999418,Condition_4_TREND,1.0,0.6400,3.00
2026-03-04 08:03:20,1487624,NO,68224.62,-111.3700000000099,118.84000000001106,Condition_4_TREND,1.0,0.9200,3.00
2026-03-04 08:09:20,1487668,NO,68122.76,-129.38999999999942,161.77000000000407,Condition_1_STRONG_FLUC (129.39 > 0.8*Max(159.92) & > 45.0),1.0,0.9900,3.00
2026-03-04 08:16:55,1487823,YES,68248.28,140.2899999999936,149.27999999999884,Condition_1_HARD_ABS (140.29 > 140.0),1.0,0.8300,3.00
2026-03-04 08:29:07,1487856,YES,68333.18,69.77999999999884,95.45000000001164,Condition_4_TREND,1.0,0.6700,3.00
2026-03-04 08:33:18,1487863,NO,68152.07,-142.3399999999965,185.0799999999872,Condition_1_HARD_ABS (142.34 > 140.0),1.0,0.8900,3.00
2026-03-04 08:39:14,1487865,NO,67904.0,-107.36999999999534,179.41999999999825,Condition_2_BREAK_DOWN (Cur:67904.00 < Min:67973.50 - 67.90),1.0,0.9200,3.00
2026-03-04 08:48:26,1487875,YES,68068.0,98.80999999999767,114.92999999999302,Condition_4_TREND,1.0,0.8400,3.00
