timestamp,market_id,condition,side,limit_price,poly_price,amount,start_price,trigger_price
2026-02-15 21:04:07,1376840,Condition_2_REVERSAL,YES,0.99,0.75,2.0,69318.0,69357.53
2026-02-15 21:07:01,1376844,Condition_1_MOMENTUM,YES,0.99,0.65,2.0,69409.85,69450.01
2026-02-15 21:11:28,1376847,Condition_1_MOMENTUM,NO,0.99,0.62,2.0,69507.99,69407.81
2026-02-15 21:20:38,1376856,Condition_1_MOMENTUM,NO,0.99,0.79,2.0,69585.38,69473.68
2026-02-15 21:28:17,1376863,Condition_2_REVERSAL,NO,0.99,0.38,2.0,69434.43,69382.18
2026-02-15 21:30:27,1376865,Condition_1_MOMENTUM,YES,0.99,0.8,2.0,69058.45,69169.82
2026-02-15 21:36:03,1376870,Condition_1_MOMENTUM,NO,0.99,0.5,2.0,69040.72,68926.04
2026-02-15 21:44:01,1376876,Condition_1_MOMENTUM,NO,0.99,0.54,2.0,68986.47,68915.91
2026-02-15 21:46:38,1376878,Condition_1_MOMENTUM,YES,0.99,0.71,2.0,68929.98,68967.42
2026-02-15 21:50:37,1376882,Condition_1_MOMENTUM,NO,0.99,0.68,2.0,68937.41,68825.01
2026-02-15 22:02:45,1376954,Condition_1_MOMENTUM,NO,0.99,0.5,2.0,68971.99,68930.14
2026-02-15 22:06:21,1376959,Condition_1_MOMENTUM,YES,0.99,0.73,2.0,68994.79,69100.0
2026-02-15 22:11:37,1376965,Condition_1_MOMENTUM,NO,0.99,0.71,2.0,69027.74,68926.72
2026-02-15 22:27:39,1377001,Condition_2_REVERSAL,NO,0.99,0.56,2.0,69041.0,68986.0
2026-02-15 22:33:56,1377006,Condition_1_MOMENTUM,NO,0.99,0.67,2.0,69053.94,69004.79
2026-02-15 22:37:52,1377008,Condition_2_REVERSAL,YES,0.99,0.63,2.0,68984.91,69030.16
2026-02-15 22:48:16,1377013,Condition_1_MOMENTUM,NO,0.99,0.67,2.0,69144.0,69063.79
2026-02-15 22:52:33,1377019,Condition_2_REVERSAL,NO,0.99,0.65,2.0,69083.83,69038.12
2026-02-15 23:03:35,1377118,Condition_1_MOMENTUM,NO,0.99,0.82,2.0,69137.99,69092.82
2026-02-15 23:08:29,1377122,Condition_1_MOMENTUM,YES,0.99,0.78,2.0,69154.56,69196.88
2026-02-15 23:52:25,1377164,Condition_1_MOMENTUM,NO,0.99,0.8,2.0,69063.47,68985.87
2026-02-15 23:56:53,1377389,Condition_1_MOMENTUM,YES,0.99,0.8,2.0,68931.01,69000.01
