timestamp,market_id,condition,side,limit_price,poly_price,amount,start_price,trigger_price
2026-02-24 00:07:09,1414739,Condition_2_MOMENTUM,NO,0.99,0.88,2.0,65398.54,65274.42
2026-02-24 00:10:50,1414745,Condition_2_MOMENTUM,YES,0.99,0.83,2.0,65393.98,65511.45
2026-02-24 00:15:23,1414756,Condition_2_MOMENTUM,YES,0.99,0.78,2.0,65214.01,65325.0
2026-02-24 00:27:16,1414846,Condition_2_MOMENTUM,YES,0.99,0.89,2.0,65381.71,65488.22
2026-02-24 00:36:53,1414859,Condition_2_MOMENTUM,YES,0.99,0.78,2.0,65473.8,65553.94
2026-02-24 00:46:41,1414888,Condition_2_MOMENTUM,NO,0.99,0.8,2.0,65557.91,65476.01
2026-02-24 00:51:50,1414898,Condition_2_MOMENTUM,YES,0.99,0.82,2.0,65379.49,65462.01
2026-02-24 01:15:34,1415216,Condition_2_MOMENTUM,YES,0.99,0.76,2.0,65061.15,65147.61
2026-02-24 01:23:30,1415230,Condition_2_MOMENTUM,YES,0.99,0.83,2.0,64769.01,64860.26
2026-02-24 01:26:15,1415234,Condition_2_MOMENTUM,NO,0.99,0.76,2.0,64732.49,64645.9
2026-02-24 01:33:09,1415237,Condition_2_MOMENTUM,YES,0.99,0.88,2.0,64558.95,64649.98
2026-02-24 01:36:15,1415244,Condition_2_MOMENTUM,NO,0.99,0.75,2.0,64563.28,64473.09
2026-02-24 01:40:48,1415263,Condition_2_MOMENTUM,YES,0.99,0.78,2.0,64351.98,64452.0
2026-02-24 01:51:44,1415282,Condition_2_MOMENTUM,NO,0.99,0.79,2.0,64428.25,64337.99
2026-02-24 01:55:48,1415574,Condition_2_MOMENTUM,YES,0.99,0.72,2.0,64479.24,64563.19
2026-02-24 02:00:29,1415587,Condition_2_MOMENTUM,NO,0.99,0.74,2.0,64803.66,64703.94
2026-02-24 02:06:07,1415603,Condition_2_MOMENTUM,NO,0.99,0.76,2.0,64786.38,64705.39
2026-02-24 02:11:21,1415612,Condition_2_MOMENTUM,NO,0.99,0.79,2.0,64813.56,64713.0
2026-02-24 02:16:55,1415620,Condition_2_MOMENTUM,NO,0.99,0.8,2.0,64762.48,64679.3
2026-02-24 02:22:33,1415635,Condition_2_MOMENTUM,YES,0.99,0.87,2.0,64628.87,64721.98
2026-02-24 02:26:44,1415658,Condition_2_MOMENTUM,NO,0.99,0.84,2.0,64862.51,64769.52
2026-02-24 02:36:12,1415677,Condition_2_MOMENTUM,YES,0.99,0.84,2.0,64965.76,65065.02
2026-02-24 02:41:22,1415695,Condition_2_MOMENTUM,NO,0.99,0.84,2.0,65077.79,64965.01
2026-02-24 02:45:37,1415703,Condition_2_MOMENTUM,NO,0.99,0.78,2.0,64880.37,64775.1
2026-02-24 02:56:43,1415737,Condition_4_FLUC_BREAK (89.77 > 0.8*100.11 & > 65.0),NO,0.99,0.85,2.0,64722.55,64632.78
