timestamp,market_id,condition,side,limit_price,poly_price,amount,start_price,trigger_price
2026-02-27 00:05:44,1435870,Condition_2_MOMENTUM,NO,0.99,0.78,3.0,67338.01,67248.41
2026-02-27 00:16:57,1436006,Condition_4_FLUC_BREAK (103.29 > 0.8*128.10 & > 65.0),YES,0.99,0.85,3.0,67161.01,67264.3
2026-02-27 00:26:06,1436109,Condition_2_MOMENTUM,YES,0.99,0.88,6.0,67329.59,67466.95
2026-02-27 00:31:56,1436115,Condition_2_MOMENTUM,NO,0.99,0.89,3.0,67449.0,67344.56
2026-02-27 00:35:26,1436119,Condition_2_MOMENTUM,NO,0.99,0.72,3.0,67212.44,67114.36
2026-02-27 00:41:26,1436124,Condition_2_MOMENTUM,YES,0.99,0.81,3.0,67076.02,67158.0
2026-02-27 00:45:27,1436136,Condition_2_MOMENTUM,NO,0.99,0.64,3.0,67043.49,66916.35
2026-02-27 00:50:56,1436145,Condition_1_HARD_ABS (191.00 > 140.0),NO,0.99,0.85,3.0,67032.0,66841.0
2026-02-27 01:00:48,1436471,Condition_2_MOMENTUM,YES,0.99,0.77,3.0,66641.03,66736.0
2026-02-27 01:17:07,1436673,Condition_2_MOMENTUM,YES,0.99,0.78,3.0,66880.28,66962.0
2026-02-27 01:35:52,1436739,Condition_4_FLUC_BREAK (93.56 > 0.8*111.99 & > 65.0),NO,0.99,0.85,3.0,66952.63,66859.07
2026-02-27 01:55:34,1436988,Condition_2_MOMENTUM,NO,0.99,0.82,3.0,66841.49,66743.88
2026-02-27 02:06:39,1437007,Condition_4_FLUC_BREAK (91.36 > 0.8*113.71 & > 65.0),NO,0.99,0.88,3.0,66844.37,66753.01
2026-02-27 02:16:57,1437166,Condition_2_MOMENTUM,YES,0.99,0.84,3.0,66770.67,66857.66
2026-02-27 02:26:26,1437209,Condition_2_MOMENTUM,NO,0.99,0.82,3.0,66950.97,66870.19
2026-02-27 02:35:28,1437229,Condition_2_MOMENTUM,NO,0.99,0.8,3.0,67272.88,67173.01
2026-02-27 02:47:33,1437318,Condition_2_MOMENTUM,YES,0.99,0.81,3.0,67257.01,67337.92
2026-02-27 03:00:51,1437412,Condition_2_MOMENTUM,YES,0.99,0.83,3.0,67308.75,67405.27
2026-02-27 03:05:57,1437424,Condition_2_MOMENTUM,NO,0.99,0.83,3.0,67748.55,67640.38
2026-02-27 03:10:39,1437459,Condition_2_MOMENTUM,YES,0.99,0.71,3.0,67526.0,67607.76
2026-02-27 03:18:20,1437627,Condition_2_MOMENTUM,YES,0.99,0.87,3.0,67501.96,67592.17
