Timestamp,Open,High,Low,Close
2026-03-07 15:45:00,67829.99,67920.01,67777.73,67874.75
2026-03-07 16:00:00,67874.75,67900.0,67798.77,67882.94
2026-03-07 16:15:00,67882.94,67887.46,67746.18,67778.56
2026-03-07 16:30:00,67778.56,67838.0,67698.84,67784.29
2026-03-07 16:45:00,67784.29,67838.21,67759.32,67788.25
2026-03-07 17:00:00,67788.25,67864.51,67782.85,67838.23
2026-03-07 17:15:00,67838.23,67939.73,67810.09,67880.2
2026-03-07 17:30:00,67880.2,67887.74,67856.38,67883.75
2026-03-07 17:45:00,67883.75,67890.78,67764.59,67783.84
2026-03-07 18:00:00,67783.84,67787.37,67488.0,67626.13
