timestamp,market_id,condition,side,limit_price,poly_price,amount,start_price,trigger_price
2026-03-01 00:01:13,1454897,Condition_4_FLUC_BREAK (Net:70.12 > 0.8*Prev(16.44) & > Avg/2(56.41) & > 0.1%(64.77)),NO,0.99,0.79,3.0,64841.99,64771.87
2026-03-01 00:11:07,1454909,Condition_4_FLUC_BREAK (Net:65.40 > 0.8*Prev(18.41) & > Avg/2(50.75) & > 0.1%(64.91)),YES,0.99,0.8,3.0,64848.6,64914.0
2026-03-01 00:17:10,1454978,Condition_2_MOMENTUM,NO,0.99,0.86,3.0,64890.25,64808.28
2026-03-01 00:21:00,1454994,Condition_2_MOMENTUM,YES,0.99,0.77,3.0,64762.48,64871.98
2026-03-01 00:36:12,1455188,Condition_4_FLUC_BREAK (Net:88.42 > 0.8*Prev(93.03) & > Avg/2(75.81) & > 0.1%(64.90)),NO,0.99,0.87,3.0,64984.44,64896.02
2026-03-01 00:42:00,1455237,Condition_4_FLUC_BREAK (Net:69.15 > 0.8*Prev(8.70) & > Avg/2(60.13) & > 0.1%(65.01)),YES,0.99,0.87,3.0,64943.12,65012.27
2026-03-01 00:46:11,1455244,Condition_2_MOMENTUM,NO,0.99,0.85,3.0,65172.49,65075.28
2026-03-01 00:51:19,1455251,Condition_4_FLUC_BREAK (Net:66.36 > 0.8*Prev(27.51) & > Avg/2(60.65) & > 0.1%(65.00)),NO,0.99,0.81,3.0,65070.62,65004.26
2026-03-01 00:57:08,1455373,Condition_2_MOMENTUM,YES,0.99,0.88,3.0,65093.62,65181.14
2026-03-01 01:32:17,1455590,Condition_4_FLUC_BREAK (Net:77.68 > 0.8*Prev(26.79) & > Avg/2(41.45) & > 0.1%(65.18)),YES,0.99,0.87,3.0,65106.0,65183.68
2026-03-01 01:42:45,1455625,Condition_1_STRONG_FLUC (104.80 > 0.8*Max(130.47) & > 45.0),NO,0.99,0.86,3.0,65075.51,64970.71
2026-03-01 02:00:17,1455717,Condition_4_FLUC_BREAK (Net:85.74 > 0.8*Prev(8.46) & > Avg/2(66.52) & > 0.1%(65.39)),NO,0.99,0.69,3.0,65474.72,65388.98
2026-03-01 02:07:31,1455726,Condition_2_MOMENTUM,YES,0.99,0.77,3.0,65373.96,65457.12
2026-03-01 02:21:37,1455894,Condition_4_FLUC_BREAK (Net:90.86 > 0.8*Prev(30.50) & > Avg/2(90.50) & > 0.1%(65.25)),NO,0.99,0.89,3.0,65337.06,65246.2
2026-03-01 02:30:59,1455905,Condition_4_FLUC_BREAK (Net:70.32 > 0.8*Prev(0.01) & > Avg/2(53.78) & > 0.1%(65.26)),YES,0.99,0.82,3.0,65193.99,65264.31
2026-03-01 02:36:57,1455948,Condition_2_MOMENTUM,YES,0.99,0.82,3.0,65459.05,65548.27
2026-03-01 02:42:47,1455981,Condition_4_FLUC_BREAK (Net:74.27 > 0.8*Prev(46.22) & > Avg/2(65.18) & > 0.1%(65.65)),NO,0.99,0.78,3.0,65728.96,65654.69
2026-03-01 02:57:20,1456071,Condition_2_MOMENTUM,NO,0.99,0.48,3.0,66081.67,65983.97
2026-03-01 03:02:52,1456095,Condition_2_MOMENTUM,NO,0.99,0.83,3.0,65913.55,65825.5
2026-03-01 03:12:37,1456191,Condition_2_MOMENTUM,YES,0.99,0.8,3.0,65671.36,65751.55
2026-03-01 03:29:09,1456431,Condition_4_FLUC_BREAK (Net:91.49 > 0.8*Prev(62.34) & > Avg/2(83.13) & > 0.1%(65.77)),YES,0.99,0.74,3.0,65680.07,65771.56
2026-03-01 03:36:05,1456468,Condition_2_MOMENTUM,NO,0.99,0.72,3.0,66291.28,66198.55
2026-03-01 03:41:01,1456809,Condition_2_MOMENTUM,NO,0.99,0.76,3.0,66594.18,66475.89
2026-03-01 03:46:30,1457457,Condition_2_MOMENTUM,YES,0.99,0.83,3.0,66387.94,66482.02
2026-03-01 03:50:52,1458054,Condition_2_MOMENTUM,YES,0.99,0.72,3.0,66544.04,66627.97
2026-03-01 04:00:58,1459273,Condition_2_MOMENTUM,NO,0.99,0.81,3.0,66357.26,66268.38
2026-03-01 04:06:14,1459283,Condition_2_MOMENTUM,YES,0.99,0.79,3.0,66245.84,66326.01
2026-03-01 04:20:20,1459502,Condition_4_FLUC_BREAK (Net:89.98 > 0.8*Prev(36.89) & > Avg/2(85.17) & > 0.1%(66.69)),YES,0.99,0.74,3.0,66596.02,66686.0
2026-03-01 04:31:19,1459675,Condition_2_MOMENTUM,YES,0.99,0.82,3.0,66751.96,66854.77
2026-03-01 04:37:49,1459683,Condition_2_MOMENTUM,NO,0.99,0.88,3.0,66721.99,66636.02
2026-03-01 10:47:05,1462129,Condition_2_MOMENTUM,YES,0.99,0.8,3.0,68078.62,68170.22
2026-03-01 11:20:42,1462489,Condition_4_FLUC_BREAK (Net:68.50 > 0.8*Prev(25.76) & > Avg/2(55.57) & > 0.1%(67.63)),NO,0.99,0.77,3.0,67694.24,67625.74
2026-03-01 11:50:17,1462521,Condition_4_FLUC_BREAK (Net:70.99 > 0.8*Prev(14.69) & > Avg/2(62.00) & > 0.1%(67.59)),NO,0.99,0.75,3.0,67665.84,67594.85
2026-03-01 12:00:14,1462543,Condition_4_FLUC_BREAK (Net:74.83 > 0.8*Prev(19.83) & > Avg/2(61.12) & > 0.1%(67.58)),YES,0.99,0.77,3.0,67506.19,67581.02
2026-03-01 12:14:32,1462566,Condition_4_FLUC_BREAK (Net:67.39 > 0.8*Prev(18.48) & > Avg/2(60.21) & > 0.1%(67.31)),NO,0.99,0.86,3.0,67372.39,67305.0
2026-03-01 12:37:49,1462751,Condition_4_FLUC_BREAK (Net:88.22 > 0.8*Prev(90.34) & > Avg/2(81.92) & > 0.1%(67.41)),YES,0.99,0.89,3.0,67319.74,67407.96
2026-03-01 12:40:56,1462754,Condition_2_MOMENTUM,YES,0.99,0.88,3.0,67292.78,67421.35
2026-03-01 13:04:18,1463151,Condition_4_FLUC_BREAK (Net:76.67 > 0.8*Prev(15.56) & > Avg/2(45.05) & > 0.1%(67.43)),YES,0.99,0.65,3.0,67350.6,67427.27
2026-03-01 13:07:39,1463201,Condition_2_MOMENTUM,NO,0.99,0.88,3.0,67335.07,67231.53
2026-03-01 13:10:45,1463206,Condition_4_FLUC_BREAK (Net:67.76 > 0.8*Prev(37.06) & > Avg/2(41.60) & > 0.1%(67.44)),YES,0.99,0.8,3.0,67368.0,67435.76
2026-03-01 14:05:43,1463702,Condition_2_MOMENTUM,NO,0.99,0.83,3.0,67262.9,67166.01
2026-03-01 14:28:21,1463886,Condition_5_TREND,YES,0.99,0.85,3.0,67075.13,67160.31
