Timestamp,Open,High,Low,Close
2026-03-03 15:55:00,67568.14,67772.41,67484.19,67727.47
2026-03-03 16:00:00,67727.47,67956.29,67651.15,67938.62
2026-03-03 16:05:00,67938.62,68577.0,67932.43,68561.86
2026-03-03 16:10:00,68561.86,68626.02,68217.05,68472.56
2026-03-03 16:15:00,68472.56,68594.25,68253.04,68372.98
2026-03-03 16:20:00,68372.98,68890.0,68322.01,68886.13
2026-03-03 16:25:00,68886.13,69000.07,68766.19,68828.44
2026-03-03 16:30:00,68828.44,68828.44,68259.44,68380.33
2026-03-03 16:35:00,68380.33,68441.67,67802.78,67862.0
2026-03-03 16:40:00,67862.0,67924.08,67489.85,67739.99
2026-03-03 16:45:00,67739.99,68227.61,67721.9,68069.99
2026-03-03 16:50:00,68069.99,68306.27,67968.75,68248.27
2026-03-03 16:55:00,68248.27,68493.59,68150.0,68176.28
2026-03-03 17:00:00,68176.28,68240.37,67838.14,68004.9
2026-03-03 17:05:00,68004.9,68133.25,67876.29,67908.68
2026-03-03 17:10:00,67908.68,67961.62,67631.7,67945.48
2026-03-03 17:15:00,67945.48,68128.12,67881.44,68092.69
2026-03-03 17:20:00,68092.69,68290.19,67894.14,68236.96
2026-03-03 17:25:00,68236.96,68278.0,68075.66,68237.43
2026-03-03 17:30:00,68237.43,68239.79,67764.36,67876.05
2026-03-03 17:35:00,67876.05,68061.49,67775.68,68002.07
2026-03-03 17:40:00,68002.07,68194.0,67976.61,68157.23
2026-03-03 17:45:00,68157.23,68342.0,68015.05,68287.9
2026-03-03 17:50:00,68287.9,68410.0,68232.88,68287.91
2026-03-03 17:55:00,68287.91,68343.02,68135.01,68316.21
2026-03-03 18:00:00,68316.21,68459.92,68256.77,68273.74
2026-03-03 18:05:00,68273.74,68411.99,68256.77,68268.47
2026-03-03 18:10:00,68268.47,68272.04,67982.96,68092.62
2026-03-03 18:15:00,68092.62,68438.85,68085.57,68302.05
2026-03-03 18:20:00,68302.05,68565.23,68301.01,68494.0
2026-03-03 18:25:00,68494.0,68621.8,68434.18,68474.04
2026-03-03 18:30:00,68474.04,68853.69,68435.0,68681.99
2026-03-03 18:35:00,68681.99,68927.13,68582.01,68777.48
2026-03-03 18:40:00,68777.48,68848.24,68609.22,68698.24
2026-03-03 18:45:00,68698.24,68737.89,68541.94,68737.89
