Timestamp,Open,High,Low,Close
2026-03-05 15:45:00,71475.41,71765.0,71300.64,71673.29
2026-03-05 16:00:00,71673.29,71676.2,70803.33,71014.03
2026-03-05 16:15:00,71014.03,71147.22,70814.01,71013.8
2026-03-05 16:30:00,71013.8,71670.0,70983.99,71350.01
2026-03-05 16:45:00,71350.01,71434.68,71202.22,71321.89
2026-03-05 17:00:00,71321.89,71586.0,71039.82,71177.38
2026-03-05 17:15:00,71177.38,71211.99,70882.27,70934.93
2026-03-05 17:30:00,70934.93,71024.36,70722.65,70873.05
2026-03-05 17:45:00,70873.05,70934.05,70639.01,70702.39
2026-03-05 18:00:00,70702.39,71052.19,70646.97,71031.06
2026-03-05 18:15:00,71031.06,71069.95,70770.39,70811.52
2026-03-05 18:30:00,70811.52,71090.7,70790.76,70963.27
2026-03-05 18:45:00,70963.27,71021.26,70803.4,70996.0
2026-03-05 19:00:00,70996.0,71425.27,70983.57,71359.05
2026-03-05 19:15:00,71359.05,71437.59,71034.31,71102.98
2026-03-05 19:30:00,71102.98,71164.04,70924.1,71012.0
2026-03-05 19:45:00,71012.0,71136.66,70855.6,70908.06
2026-03-05 20:00:00,70908.06,71108.58,70836.0,71090.01
2026-03-05 20:15:00,71090.01,71338.64,71059.3,71172.78
2026-03-05 20:30:00,71172.78,71385.21,71101.0,71152.26
2026-03-05 20:45:00,71152.26,71356.11,71029.03,71238.0
2026-03-05 21:00:00,71238.0,71361.93,71222.15,71314.97
2026-03-05 21:15:00,71314.97,71540.64,71306.0,71528.2
2026-03-05 21:30:00,71528.2,71575.75,71106.4,71204.48
2026-03-05 21:45:00,71204.48,71337.66,71022.26,71141.64
2026-03-05 22:00:00,71141.64,71260.08,71097.13,71176.63
2026-03-05 22:15:00,71176.63,71291.69,71071.32,71157.99
2026-03-05 22:30:00,71157.99,71359.02,71144.0,71278.95
2026-03-05 22:45:00,71278.95,71346.75,71210.62,71213.53
2026-03-05 23:00:00,71213.53,71287.49,71178.06,71209.16
2026-03-05 23:15:00,71209.16,71306.02,71153.34,71228.06
2026-03-05 23:30:00,71228.06,71228.07,70847.08,70921.28
2026-03-05 23:45:00,70921.28,70940.49,70782.85,70887.6
2026-03-06 00:00:00,70887.6,71059.29,70838.13,71021.02
2026-03-06 00:15:00,71021.02,71043.24,70870.14,70918.09
2026-03-06 00:30:00,70918.09,71006.41,70864.92,70902.0
2026-03-06 00:45:00,70902.0,71009.82,70776.01,70987.42
2026-03-06 01:00:00,70987.42,71024.37,70764.0,70804.01
2026-03-06 01:15:00,70804.01,70904.0,70357.49,70464.76
2026-03-06 01:30:00,70464.76,71169.87,70456.93,71168.01
2026-03-06 01:45:00,71168.01,71311.71,71068.39,71258.0
2026-03-06 02:00:00,71258.0,71396.68,71169.88,71329.92
2026-03-06 02:15:00,71329.92,71428.4,71035.54,71338.09
2026-03-06 02:30:00,71338.09,71360.0,71137.86,71350.28
2026-03-06 02:45:00,71350.28,71376.26,71175.71,71248.45
2026-03-06 03:00:00,71248.45,71305.63,71018.56,71066.88
2026-03-06 03:15:00,71066.88,71268.81,70989.75,71179.68
2026-03-06 03:30:00,71179.68,71230.48,71065.12,71091.31
2026-03-06 03:45:00,71091.31,71150.0,71011.83,71082.78
2026-03-06 04:00:00,71082.78,71120.4,70900.01,70915.93
2026-03-06 04:15:00,70915.93,70983.63,70860.0,70869.59
2026-03-06 04:30:00,70869.59,70971.41,70284.63,70520.95
2026-03-06 04:45:00,70520.95,70632.38,70490.56,70614.06
2026-03-06 05:00:00,70614.06,70660.62,70395.13,70541.59
2026-03-06 05:15:00,70541.59,70657.37,70328.51,70401.64
2026-03-06 05:30:00,70401.64,70497.66,70130.52,70203.76
2026-03-06 05:45:00,70203.76,70508.85,70133.92,70431.19
2026-03-06 06:00:00,70431.19,70447.07,70257.34,70304.12
2026-03-06 06:15:00,70304.12,70515.12,70304.12,70418.5
2026-03-06 06:30:00,70418.5,70675.17,70373.74,70666.39
2026-03-06 06:45:00,70666.39,70846.86,70576.51,70599.47
2026-03-06 07:00:00,70599.47,70811.93,70470.33,70557.41
